"NGRIP_depth.m" "delta_O18.permil" "GICC05_age.yb2k" "GICC05_MCE.yr"
"1" 1492.45 -39.91 11703.1 99
"2" 1492.5 -37.45 11704.4 99
"3" 1492.55 -37.27 11705.9 99
"4" 1492.6 -39 11707.1 99
"5" 1492.65 -40.68 11708.7 99
"6" 1492.7 -40.33 11710.4 99
"7" 1492.75 -40.63 11712.2 99
"8" 1492.8 -40.21 11714.5 99
"9" 1492.85 -39.82 11716.1 99
"10" 1492.9 -39.5 11718 99
"11" 1492.95 -39.66 11720.3 99
"12" 1493 -41.03 11722.3 99
"13" 1493.05 -42.7 11723.8 99
"14" 1493.1 -41.41 11724.8 99
"15" 1493.15 -40.52 11726 99
"16" 1493.2 -41.06 11728.2 99
"17" 1493.25 -39.19 11729.2 99
"18" 1493.3 -36.27 11730.4 99.4
"19" 1493.35 -36.19 11731.7 100
"20" 1493.4 -40.44 11733.3 100
"21" 1493.45 -40.07 11734.6 100
"22" 1493.5 -37.69 11736.9 100
"23" 1493.55 -37.47 11738.3 100
"24" 1493.6 -40.69 11739.6 100
"25" 1493.65 -43.58 11740.7 100
"26" 1493.7 -43.65 11742.5 100
"27" 1493.75 -42.85 11744.7 100
"28" 1493.8 -42.55 11746.3 100
"29" 1493.85 -37.87 11747.5 100
"30" 1493.9 -39.33 11749.1 100
"31" 1493.95 -41.26 11750.6 100
"32" 1494 -41.1 11752.3 100
"33" 1494.05 -42.75 11753.7 100
"34" 1494.1 -41.77 11755.1 100
"35" 1494.15 -39.99 11756.4 100
"36" 1494.2 -38.06 11758.1 100
"37" 1494.25 -37.51 11759.6 100
"38" 1494.3 -40.73 11761.5 100.5
"39" 1494.35 -41.93 11762.8 101
"40" 1494.4 -42.86 11764.4 101
"41" 1494.45 -42.09 11765.9 101
"42" 1494.5 -38.91 11767.3 101
"43" 1494.55 -38.48 11769.1 101
"44" 1494.6 -41.3 11770.9 101
"45" 1494.65 -41.25 11772.9 101
"46" 1494.7 -40.5 11774.3 101
"47" 1494.75 -39.13 11775.9 101
"48" 1494.8 -39.57 11778.2 101
"49" 1494.85 -39.88 11780.2 101
"50" 1494.9 -39.27 11781.8 101
"51" 1494.95 -39.53 11783.7 101
"52" 1495 -38.08 11785.5 101
"53" 1495.05 -37.15 11786.8 101
"54" 1495.1 -39.34 11788.1 101
"55" 1495.15 -41.7 11790 101
"56" 1495.2 -40.96 11792 101
"57" 1495.25 -40.24 11794.1 102
"58" 1495.3 -40.39 11795.5 102
"59" 1495.35 -40.8 11797 102
"60" 1495.4 -40.33 11798.8 102
"61" 1495.45 -41.07 11800.5 102
"62" 1495.5 -42.01 11802.2 102
"63" 1495.55 -40 11803.2 102
"64" 1495.6 -38.23 11804.5 102
"65" 1495.65 -38.55 11805.9 102
"66" 1495.7 -41.78 11807.6 102
"67" 1495.75 -42.56 11809.4 102
"68" 1495.8 -41.54 11811.5 102
"69" 1495.85 -41.17 11813.5 102
"70" 1495.9 -39.98 11815.1 102
"71" 1495.95 -40.03 11816.8 102
"72" 1496 -39.2 11818.6 102
"73" 1496.05 -39.98 11819.8 102
"74" 1496.1 -41.55 11821.7 102
"75" 1496.15 -40 11823.1 103
"76" 1496.2 -38.37 11824.5 103
"77" 1496.25 -39.03 11826 103
"78" 1496.3 -41.34 11827.2 103
"79" 1496.35 -43.24 11828.6 103
"80" 1496.4 -43.22 11830.4 103
"81" 1496.45 -41.77 11833.1 103
"82" 1496.5 -41.31 11835.2 103
"83" 1496.55 -42.77 11837.1 103
"84" 1496.6 -41.42 11838.6 103
"85" 1496.65 -39.26 11839.5 103
"86" 1496.7 -38.21 11840.8 103
"87" 1496.75 -37.94 11842.9 103
"88" 1496.8 -39.05 11844.7 103
"89" 1496.85 -41.01 11846.1 103
"90" 1496.9 -40.03 11847.7 103
"91" 1496.95 -40.6 11849.1 103
"92" 1497 -41.73 11850.7 103
"93" 1497.05 -39.61 11852.3 103
"94" 1497.1 -37.72 11854.2 104
"95" 1497.15 -35.73 11856.2 104
"96" 1497.2 -38.78 11857.7 104
"97" 1497.25 -39.06 11859.9 104
"98" 1497.3 -39.06 11861.6 104
"99" 1497.35 -40.6 11863 104
"100" 1497.4 -39.11 11864.9 104
"101" 1497.45 -37.6 11866.8 104
"102" 1497.5 -37.27 11868.6 104
"103" 1497.55 -37.07 11870.6 104
"104" 1497.6 -40 11872.6 104
"105" 1497.65 -39.44 11874.1 104
"106" 1497.7 -36.97 11875.3 104
"107" 1497.75 -37.48 11877 104
"108" 1497.8 -42.71 11879.4 104
"109" 1497.85 -43.38 11881.4 104
"110" 1497.9 -42.35 11883.4 104.4
"111" 1497.95 -45.13 11885 105
"112" 1498 -45.51 11886.9 105
"113" 1498.05 -43.63 11889.9 105
"114" 1498.1 -42.91 11891.9 105
"115" 1498.15 -41.24 11893 105
"116" 1498.2 -38.86 11894.7 105
"117" 1498.25 -38.94 11896.6 105
"118" 1498.3 -38.15 11898.3 105
"119" 1498.35 -37.01 11900 105
"120" 1498.4 -39.89 11901.9 105
"121" 1498.45 -40.84 11903.4 105
"122" 1498.5 -39.7 11905.1 105
"123" 1498.55 -40.38 11907.2 105
"124" 1498.6 -40.45 11908.9 105
"125" 1498.65 -39.61 11910.7 105
"126" 1498.7 -38.97 11912.3 105
"127" 1498.75 -39.31 11914.2 105.2
"128" 1498.8 -39.66 11915.7 106
"129" 1498.85 -38.2 11917.4 106
"130" 1498.9 -38.56 11919 106
"131" 1498.95 -42.17 11920.5 106
"132" 1499 -44.17 11921.8 106
"133" 1499.05 -42.71 11923.2 106
"134" 1499.1 -45.07 11925.1 106
"135" 1499.15 -44.06 11926.6 106
"136" 1499.2 -41.41 11928.5 106
"137" 1499.25 -39.06 11930.4 106
"138" 1499.3 -39.15 11932.6 106
"139" 1499.35 -41.72 11934.6 106
"140" 1499.4 -43.09 11936.3 106
"141" 1499.45 -40.91 11937.7 106
"142" 1499.5 -40.43 11939 106
"143" 1499.55 -40.9 11940.7 106
"144" 1499.6 -40.21 11942.7 106
"145" 1499.65 -40.35 11944.8 106
"146" 1499.7 -38.92 11946.4 107
"147" 1499.75 -38.23 11947.5 107
"148" 1499.8 -38.65 11948.9 107
"149" 1499.85 -41.26 11950.6 107
"150" 1499.9 -41.37 11952.1 107
"151" 1499.95 -43.05 11954 107
"152" 1500 -42.43 11955.6 107
"153" 1500.05 -39.93 11956.9 107
"154" 1500.1 -39.74 11958.3 107
"155" 1500.15 -39.62 11960 107
"156" 1500.2 -41.2 11961.6 107
"157" 1500.25 -42.34 11963.6 107
"158" 1500.3 -43.08 11965.5 107
"159" 1500.35 -41.52 11967 107
"160" 1500.4 -39.83 11968.7 107
"161" 1500.45 -41.33 11970.5 107
"162" 1500.5 -43.12 11971.8 107
"163" 1500.55 -41.58 11973.2 107
"164" 1500.6 -40.99 11974.3 107
"165" 1500.65 -40.09 11976.3 108
"166" 1500.7 -41.5 11978.6 108
"167" 1500.75 -42 11980.3 108
"168" 1500.8 -41.37 11982.6 108
"169" 1500.85 -39.06 11984 108
"170" 1500.9 -40.12 11985.9 108
"171" 1500.95 -43.27 11987.4 108
"172" 1501 -43.45 11989.1 108
"173" 1501.05 -40.71 11991.5 108
"174" 1501.1 -38.33 11993.5 108
"175" 1501.15 -36.83 11994.9 108
"176" 1501.2 -38.45 11996.5 108
"177" 1501.25 -42.39 11998.5 108
"178" 1501.3 -41.83 12000.2 108
"179" 1501.35 -41.27 12002 108
"180" 1501.4 -40.46 12004 108
"181" 1501.45 -40.3 12005.9 108
"182" 1501.5 -37.33 12007.5 109
"183" 1501.55 -38.85 12009 109
"184" 1501.6 -39.33 12010.2 109
"185" 1501.65 -36.94 12012.5 109
"186" 1501.7 -37.47 12014.4 109
"187" 1501.75 -40.48 12016.5 109
"188" 1501.8 -40.97 12018.4 109
"189" 1501.85 -41.78 12019.9 109
"190" 1501.9 -42.73 12021.4 109
"191" 1501.95 -42.9 12023 109
"192" 1502 -41.61 12025.2 109
"193" 1502.05 -38.51 12026.8 109
"194" 1502.1 -38.19 12028 109
"195" 1502.15 -40.04 12029.3 109
"196" 1502.2 -39.25 12030.6 109
"197" 1502.25 -38.5 12032.1 109
"198" 1502.3 -39.73 12033.7 109
"199" 1502.35 -39.66 12035.2 109
"200" 1502.4 -39.41 12036.6 109.6
"201" 1502.45 -40.51 12038 110
"202" 1502.5 -40.91 12039.5 110
"203" 1502.55 -42.64 12041.4 110
"204" 1502.6 -41.57 12043.2 110
"205" 1502.65 -38.75 12044.8 110
"206" 1502.7 -40.17 12046.6 110
"207" 1502.75 -40.32 12048.6 110
"208" 1502.8 -37.52 12050.3 110
"209" 1502.85 -36.88 12051.7 110
"210" 1502.9 -38.93 12053.5 110
"211" 1502.95 -38.96 12055.4 110
"212" 1503 -38.4 12057.4 110
"213" 1503.05 -37.97 12058.9 110
"214" 1503.1 -40.46 12060.3 110
"215" 1503.15 -42.82 12062.4 110
"216" 1503.2 -41.65 12064.3 110
"217" 1503.25 -39.2 12065.8 110
"218" 1503.3 -41.84 12067.6 110.6
"219" 1503.35 -40.77 12069 111
"220" 1503.4 -38.98 12070.9 111
"221" 1503.45 -40.9 12072.7 111
"222" 1503.5 -41.2 12074.4 111
"223" 1503.55 -41.3 12076.5 111
"224" 1503.6 -41.03 12078.1 111
"225" 1503.65 -38.83 12080 111
"226" 1503.7 -39.2 12081.5 111
"227" 1503.75 -38.7 12082.8 111
"228" 1503.8 -37.93 12083.8 111
"229" 1503.85 -39.32 12085.5 111
"230" 1503.9 -39.42 12087.1 111
"231" 1503.95 -42.07 12088.8 111
"232" 1504 -40.66 12090.8 111
"233" 1504.05 -41.88 12093 111
"234" 1504.1 -43.64 12094.5 111
"235" 1504.15 -42.55 12096.6 111
"236" 1504.2 -41.62 12098.4 112
"237" 1504.25 -41.82 12100 112
"238" 1504.3 -41.77 12101.9 112
"239" 1504.35 -41.93 12103.6 112
"240" 1504.4 -40.68 12105.5 112
"241" 1504.45 -40.99 12107.6 112
"242" 1504.5 -41.25 12109.4 112
"243" 1504.55 -41.32 12111.8 112
"244" 1504.6 -42.2 12114 112
"245" 1504.65 -44.02 12115.5 112
"246" 1504.7 -42.9 12117.3 112
"247" 1504.75 -42.31 12119.2 112
"248" 1504.8 -41.14 12120.5 112
"249" 1504.85 -40.18 12122 112
"250" 1504.9 -39.51 12124.2 112
"251" 1504.95 -41.26 12125.6 112
"252" 1505 -43.64 12127.9 112
"253" 1505.05 -40.36 12129.5 113
"254" 1505.1 -38.81 12131.3 113
"255" 1505.15 -39.26 12132.8 113
"256" 1505.2 -41.07 12134.8 113
"257" 1505.25 -42 12136.2 113
"258" 1505.3 -40.71 12137.7 113
"259" 1505.35 -39.64 12139.9 113
"260" 1505.4 -40.27 12141.6 113
"261" 1505.45 -42.28 12143.5 113
"262" 1505.5 -42.04 12145.6 113
"263" 1505.55 -44.63 12147.5 113
"264" 1505.6 -43.94 12148.9 113
"265" 1505.65 -40.05 12151.3 113
"266" 1505.7 -38.69 12153.3 113
"267" 1505.75 -41.09 12155.3 113
"268" 1505.8 -42.75 12157.1 113
"269" 1505.85 -41.88 12159.3 113.3
"270" 1505.9 -41.51 12161 114
"271" 1505.95 -41.71 12163 114
"272" 1506 -40.69 12164.8 114
"273" 1506.05 -41.02 12166.9 114
"274" 1506.1 -41.85 12169 114
"275" 1506.15 -43.57 12171.7 114
"276" 1506.2 -44.51 12173.3 114
"277" 1506.25 -43.55 12175.4 114
"278" 1506.3 -42.5 12177.4 114
"279" 1506.35 -41.17 12179.1 114
"280" 1506.4 -38.45 12181.4 114
"281" 1506.45 -35.99 12183.1 114
"282" 1506.5 -37.54 12184.9 114
"283" 1506.55 -39.04 12187.1 114
"284" 1506.6 -39.01 12188.8 114
"285" 1506.65 -40.46 12190.5 115
"286" 1506.7 -43.12 12192.3 115
"287" 1506.75 -39.53 12193.4 115
"288" 1506.8 -37.36 12194.3 115
"289" 1506.85 -39.49 12196.2 115
"290" 1506.9 -39.37 12198.8 115
"291" 1506.95 -37.02 12200.2 115
"292" 1507 -39.17 12201.4 115
"293" 1507.05 -42.99 12203.7 115
"294" 1507.1 -43.03 12205.8 115
"295" 1507.15 -41.18 12207.4 115
"296" 1507.2 -41.18 12209.5 115
"297" 1507.25 -40.75 12211.3 115
"298" 1507.3 -40.59 12212.8 115
"299" 1507.35 -41.25 12214.7 115
"300" 1507.4 -41.58 12217 115
"301" 1507.45 -42.81 12218.7 115
"302" 1507.5 -41.88 12220.2 115.2
"303" 1507.55 -39.41 12222.2 116
"304" 1507.6 -38.24 12224.2 116
"305" 1507.65 -38.82 12225.6 116
"306" 1507.7 -42.61 12227.5 116
"307" 1507.75 -43.24 12229.4 116
"308" 1507.8 -40.33 12231.7 116
"309" 1507.85 -40.01 12233.7 116
"310" 1507.9 -41.15 12235.7 116
"311" 1507.95 -40.56 12237.1 116
"312" 1508 -42.29 12239.1 116
"313" 1508.05 -44.77 12241.1 116
"314" 1508.1 -42.53 12243 116
"315" 1508.15 -40.81 12244.1 116
"316" 1508.2 -41.42 12245.5 116
"317" 1508.25 -43.26 12247.5 116
"318" 1508.3 -40.86 12249.2 116
"319" 1508.35 -39.26 12251.1 117
"320" 1508.4 -39.59 12253.2 117
"321" 1508.45 -39.74 12255.2 117
"322" 1508.5 -36.51 12257 117
"323" 1508.55 -35.48 12259.2 117
"324" 1508.6 -34.9 12260.9 117
"325" 1508.65 -38.3 12262.7 117
"326" 1508.7 -41.27 12264.1 117
"327" 1508.75 -41.55 12265.9 117
"328" 1508.8 -42.07 12267.6 117
"329" 1508.85 -43.15 12269.4 117
"330" 1508.9 -42.37 12271.6 117
"331" 1508.95 -39.43 12272.9 117
"332" 1509 -40.57 12274.7 117
"333" 1509.05 -40.07 12276.3 117
"334" 1509.1 -40.09 12277.7 117
"335" 1509.15 -40.98 12278.8 117
"336" 1509.2 -41.65 12280.1 117
"337" 1509.25 -39.99 12282.4 118
"338" 1509.3 -37.76 12284.3 118
"339" 1509.35 -36.82 12286.3 118
"340" 1509.4 -37.73 12288.5 118
"341" 1509.45 -40 12290.7 118
"342" 1509.5 -42.95 12291.7 118
"343" 1509.55 -43.21 12293 118
"344" 1509.6 -43.01 12294.3 118
"345" 1509.65 -41.84 12296 118
"346" 1509.7 -43.21 12298.2 118
"347" 1509.75 -45.11 12300.2 118
"348" 1509.8 -45.59 12301.9 118
"349" 1509.85 -42.46 12303.2 118
"350" 1509.9 -39.2 12305.4 118
"351" 1509.95 -37.87 12306.9 118
"352" 1510 -37.81 12309.1 118
"353" 1510.05 -37.46 12311.1 118
"354" 1510.1 -38.21 12312.5 118.5
"355" 1510.15 -41.13 12314.2 119
"356" 1510.2 -41.64 12316 119
"357" 1510.25 -41.38 12318.1 119
"358" 1510.3 -41.39 12320.6 119
"359" 1510.35 -41.04 12322.7 119
"360" 1510.4 -42.33 12324.4 119
"361" 1510.45 -41.61 12326.3 119
"362" 1510.5 -37.08 12328.5 119
"363" 1510.55 -36.48 12330.6 119
"364" 1510.6 -41.7 12333.2 119
"365" 1510.65 -42.91 12334.5 119
"366" 1510.7 -42.97 12336.8 119
"367" 1510.75 -42.23 12338.8 119
"368" 1510.8 -41.12 12340.7 119
"369" 1510.85 -42.66 12342 119
"370" 1510.9 -40.45 12343.8 120
"371" 1510.95 -39.47 12345.5 120
"372" 1511 -41.72 12347.2 120
"373" 1511.05 -44.53 12348.8 120
"374" 1511.1 -42.61 12350.1 120
"375" 1511.15 -41.69 12351.4 120
"376" 1511.2 -44.77 12353.4 120
"377" 1511.25 -42.39 12355.3 120
"378" 1511.3 -39.14 12357.5 120
"379" 1511.35 -39.2 12360.7 120
"380" 1511.4 -41.75 12363 120
"381" 1511.45 -40.67 12365.3 120
"382" 1511.5 -40.92 12367.5 120
"383" 1511.55 -40.66 12369.9 120
"384" 1511.6 -39.89 12371.7 120
"385" 1511.65 -40.56 12373.3 120.3
"386" 1511.7 -39.67 12375.6 121
"387" 1511.75 -42.54 12377.3 121
"388" 1511.8 -43.76 12378.9 121
"389" 1511.85 -42.38 12380.8 121
"390" 1511.9 -41.29 12382.6 121
"391" 1511.95 -42.4 12384.1 121
"392" 1512 -42.21 12386.1 121
"393" 1512.05 -41.69 12387.9 121
"394" 1512.1 -40.47 12389.8 121
"395" 1512.15 -38.41 12391.5 121
"396" 1512.2 -37.43 12393.8 121
"397" 1512.25 -37.9 12395.1 121
"398" 1512.3 -42.34 12396.6 121
"399" 1512.35 -41.9 12397.7 121
"400" 1512.4 -41.06 12399.5 121
"401" 1512.45 -41.34 12401.2 121
"402" 1512.5 -40.98 12403 121
"403" 1512.55 -41.16 12405 122
"404" 1512.6 -41.13 12407.1 122
"405" 1512.65 -41.64 12408.5 122
"406" 1512.7 -42.35 12410.6 122
"407" 1512.75 -42.14 12413.1 122
"408" 1512.8 -44.05 12415.4 122
"409" 1512.85 -40.78 12417.5 122
"410" 1512.9 -38.34 12418.8 122
"411" 1512.95 -39.33 12420 122
"412" 1513 -41.19 12422.1 122
"413" 1513.05 -40.47 12424.2 122
"414" 1513.1 -40.97 12425.4 122
"415" 1513.15 -42.79 12426.6 122
"416" 1513.2 -41.75 12427.9 122
"417" 1513.25 -43.23 12429.4 122
"418" 1513.3 -42.85 12431.1 122
"419" 1513.35 -41.85 12432.1 122
"420" 1513.4 -39.81 12433.9 122
"421" 1513.45 -39.57 12435.5 123
"422" 1513.5 -40.26 12437.5 123
"423" 1513.55 -38.42 12439.7 123
"424" 1513.6 -36.7 12441.9 123
"425" 1513.65 -40.01 12443.3 123
"426" 1513.7 -42.54 12444.9 123
"427" 1513.75 -41.68 12445.8 123
"428" 1513.8 -41.42 12447 123
"429" 1513.85 -42.54 12447.9 123
"430" 1513.9 -45.1 12449.5 123
"431" 1513.95 -42.34 12451.2 123
"432" 1514 -41.58 12453 123
"433" 1514.05 -42.59 12455 123
"434" 1514.1 -41.16 12457.1 123
"435" 1514.15 -38.92 12458.6 123
"436" 1514.2 -40.96 12460 123
"437" 1514.25 -41.07 12461.7 123
"438" 1514.3 -41.02 12464 123
"439" 1514.35 -39.72 12465.6 123.6
"440" 1514.4 -39.53 12466.9 124
"441" 1514.45 -39.75 12468.7 124
"442" 1514.5 -42.25 12471.4 124
"443" 1514.55 -39.53 12473.5 124
"444" 1514.6 -36.38 12475 124
"445" 1514.65 -39.14 12476.4 124
"446" 1514.7 -39.65 12478.3 124
"447" 1514.75 -41.88 12479.9 124
"448" 1514.8 -43.92 12481.7 124
"449" 1514.85 -44.45 12484.1 124
"450" 1514.9 -43.78 12486.4 124
"451" 1514.95 -40.86 12488 124
"452" 1515 -38.54 12489.6 124
"453" 1515.05 -40.65 12491.2 124
"454" 1515.1 -41.49 12493.5 124
"455" 1515.15 -41.41 12495.3 124.3
"456" 1515.2 -41.33 12497.3 125
"457" 1515.25 -42.65 12499.5 125
"458" 1515.3 -42.22 12500.9 125
"459" 1515.35 -41.08 12502 125
"460" 1515.4 -38.48 12503.2 125
"461" 1515.45 -39.71 12504.4 125
"462" 1515.5 -40.78 12506.3 125
"463" 1515.55 -40.78 12508.4 125
"464" 1515.6 -42.39 12510.5 125
"465" 1515.65 -42.99 12512.4 125
"466" 1515.7 -41.2 12514.4 125
"467" 1515.75 -38.18 12516.3 125
"468" 1515.8 -40.16 12518.2 125
"469" 1515.85 -40.05 12520.3 125
"470" 1515.9 -40.02 12522.6 125
"471" 1515.95 -39.5 12524.5 125
"472" 1516 -37.44 12526.1 125.1
"473" 1516.05 -38.31 12527.5 126
"474" 1516.1 -37.28 12529.8 126
"475" 1516.15 -37.88 12531.5 126
"476" 1516.2 -36.11 12533.2 126
"477" 1516.25 -39.07 12535.3 126
"478" 1516.3 -44.2 12537.4 126
"479" 1516.35 -41.57 12539.3 126
"480" 1516.4 -37.89 12541.1 126
"481" 1516.45 -37.65 12543.5 126
"482" 1516.5 -36.63 12545.3 126
"483" 1516.55 -37.05 12547.3 126
"484" 1516.6 -40.02 12548.9 126
"485" 1516.65 -43.86 12550.6 126
"486" 1516.7 -43.27 12552.8 126
"487" 1516.75 -44.2 12554.7 126
"488" 1516.8 -44.18 12556.7 126.7
"489" 1516.85 -42.23 12559 127
"490" 1516.9 -42.22 12560.4 127
"491" 1516.95 -42.66 12563.1 127
"492" 1517 -42.72 12565.4 127
"493" 1517.05 -40.07 12567.4 127
"494" 1517.1 -39.53 12569.3 127
"495" 1517.15 -41.91 12571 127
"496" 1517.2 -42.16 12572.7 127
"497" 1517.25 -40.86 12574 127
"498" 1517.3 -40.68 12575.4 127
"499" 1517.35 -39.81 12577 127
"500" 1517.4 -37.66 12578.4 127
"501" 1517.45 -37.5 12579.7 127
"502" 1517.5 -40.69 12581.4 127
"503" 1517.55 -42.29 12582.7 127
"504" 1517.6 -42.56 12584.8 127
"505" 1517.65 -41.36 12587.3 127.3
"506" 1517.7 -39.13 12589.3 128
"507" 1517.75 -41.43 12592.2 128
"508" 1517.8 -41.89 12594.4 128
"509" 1517.85 -40.16 12596.9 128
"510" 1517.9 -42.1 12598.5 128
"511" 1517.95 -43.05 12601 128
"512" 1518 -42.86 12603 128
"513" 1518.05 -42.35 12604.9 128
"514" 1518.1 -41.61 12607.2 128
"515" 1518.15 -42.66 12609 128
"516" 1518.2 -43.07 12611.2 128
"517" 1518.25 -43.29 12613.5 128
"518" 1518.3 -42.22 12615.5 128
"519" 1518.35 -43.39 12617.9 128
"520" 1518.4 -42.88 12620.5 129
"521" 1518.45 -42.4 12623 129
"522" 1518.5 -39.85 12624.1 129
"523" 1518.55 -39.17 12626.3 129
"524" 1518.6 -41.49 12628.7 129
"525" 1518.65 -41.14 12630.9 129
"526" 1518.7 -39.48 12632.9 129
"527" 1518.75 -39.95 12634.9 129
"528" 1518.8 -40.33 12637.1 129
"529" 1518.85 -38.84 12638.4 129
"530" 1518.9 -42.8 12640.1 129
"531" 1518.95 -45.6 12642.2 129
"532" 1519 -42.45 12643.9 129
"533" 1519.05 -40.72 12645.6 129
"534" 1519.1 -41.34 12647 129
"535" 1519.15 -42 12648.7 129.7
"536" 1519.2 -41.08 12650.5 130
"537" 1519.25 -41.68 12652.1 130
"538" 1519.3 -39.01 12653.3 130
"539" 1519.35 -38.96 12655.2 130
"540" 1519.4 -43.6 12657.1 130
"541" 1519.45 -43.09 12658.8 130
"542" 1519.5 -42.22 12660 130
"543" 1519.55 -43.47 12662.1 130
"544" 1519.6 -41.99 12664.4 130
"545" 1519.65 -39.5 12666 130
"546" 1519.7 -40.78 12667.4 130
"547" 1519.75 -40.93 12668.7 130
"548" 1519.8 -41.69 12670.9 130
"549" 1519.85 -41.15 12672.8 130
"550" 1519.9 -41.83 12674.9 130
"551" 1519.95 -39.48 12676.5 130
"552" 1520 -38.65 12678.2 130
"553" 1520.05 -40.66 12680.2 131
"554" 1520.1 -40.92 12681.8 131
"555" 1520.15 -40.71 12683.7 131
"556" 1520.2 -40.67 12685.6 131
"557" 1520.25 -41.89 12687.3 131
"558" 1520.3 -43.4 12689.3 131
"559" 1520.35 -43.17 12691.4 131
"560" 1520.4 -42.49 12692.8 131
"561" 1520.45 -42.88 12695.2 131
"562" 1520.5 -43.64 12697.2 131
"563" 1520.55 -43.33 12698.7 131
"564" 1520.6 -42.09 12700.4 131
"565" 1520.65 -42.59 12702 131
"566" 1520.7 -41.73 12703.7 131
"567" 1520.75 -40.01 12705.1 131
"568" 1520.8 -39.41 12706.4 131
"569" 1520.85 -41.63 12708.1 131
"570" 1520.9 -43.01 12709.5 131.5
"571" 1520.95 -44.06 12711 132
"572" 1521 -44.04 12712 132
"573" 1521.05 -42.7 12714.1 132
"574" 1521.1 -40.86 12716 132
"575" 1521.15 -40.06 12717.3 132
"576" 1521.2 -41.39 12719.6 132
"577" 1521.25 -43.36 12721.2 132
"578" 1521.3 -43.24 12722.7 132
"579" 1521.35 -43.8 12724.2 132
"580" 1521.4 -43.05 12725.4 132
"581" 1521.45 -42.59 12726.8 132
"582" 1521.5 -42.93 12728.1 132
"583" 1521.55 -41.36 12730.2 132
"584" 1521.6 -41.47 12731.8 132
"585" 1521.65 -42.72 12733.3 132
"586" 1521.7 -39.27 12735 132
"587" 1521.75 -39.14 12736.8 132
"588" 1521.8 -40.89 12739.3 132
"589" 1521.85 -41.74 12741.6 133
"590" 1521.9 -41.92 12743.7 133
"591" 1521.95 -40.58 12745.3 133
"592" 1522 -37.24 12747.2 133
"593" 1522.05 -39.44 12749 133
"594" 1522.1 -44.2 12750.4 133
"595" 1522.15 -44.16 12751.9 133
"596" 1522.2 -41.47 12753.7 133
"597" 1522.25 -41.78 12756 133
"598" 1522.3 -40.76 12758.2 133
"599" 1522.35 -38.88 12759.8 133
"600" 1522.4 -38.98 12761.3 133
"601" 1522.45 -42.85 12762.7 133
"602" 1522.5 -43.12 12764.5 133
"603" 1522.55 -40.03 12766.5 133
"604" 1522.6 -37.87 12768.4 133
"605" 1522.65 -36.71 12770.3 133.3
"606" 1522.7 -37.01 12771.8 134
"607" 1522.75 -39.41 12773.5 134
"608" 1522.8 -41.75 12775.3 134
"609" 1522.85 -40.75 12777.3 134
"610" 1522.9 -39.85 12779.4 134
"611" 1522.95 -39.79 12781.4 134
"612" 1523 -42.24 12782.9 134
"613" 1523.05 -39.96 12784.8 134
"614" 1523.1 -37.24 12787.3 134
"615" 1523.15 -39.24 12789 134
"616" 1523.2 -40.65 12790.5 134
"617" 1523.25 -41.31 12792 134
"618" 1523.3 -41.44 12794.3 134
"619" 1523.35 -39.59 12796.4 134
"620" 1523.4 -40.02 12798.2 134
"621" 1523.45 -40.29 12800.2 134
"622" 1523.5 -39.6 12802 135
"623" 1523.55 -37.55 12803.9 135
"624" 1523.6 -37 12806 135
"625" 1523.65 -37.64 12808.1 135
"626" 1523.7 -38.94 12809.6 135
"627" 1523.75 -41.81 12811.2 135
"628" 1523.8 -43.26 12812.8 135
"629" 1523.85 -42.95 12814.8 135
"630" 1523.9 -42.54 12816.7 135
"631" 1523.95 -42.53 12818 135
"632" 1524 -40.33 12819.5 135
"633" 1524.05 -39.91 12820.9 135
"634" 1524.1 -41.58 12822.7 135
"635" 1524.15 -41.19 12824.6 135
"636" 1524.2 -39.09 12825.8 135
"637" 1524.25 -39.29 12827.6 135
"638" 1524.3 -41.46 12829.3 135
"639" 1524.35 -41.64 12830.7 135
"640" 1524.4 -39.17 12832.5 135.5
"641" 1524.45 -36.53 12833.7 136
"642" 1524.5 -38.41 12835 136
"643" 1524.55 -40.38 12836.5 136
"644" 1524.6 -41.05 12837.5 136
"645" 1524.65 -39.93 12838.5 136
"646" 1524.7 -38.72 12840 136
"647" 1524.75 -38.37 12841.6 136
"648" 1524.8 -38.88 12842.9 136
"649" 1524.85 -39.52 12844.7 136
"650" 1524.9 -39.16 12846.4 136
"651" 1524.95 -38.74 12847.8 136
"652" 1525 -39.44 12848.9 136
"653" 1525.05 -40.75 12850.6 136
"654" 1525.1 -39.98 12852.4 136
"655" 1525.15 -38.48 12854.7 136
"656" 1525.2 -37.75 12857.1 136
"657" 1525.25 -38.24 12858.6 136
"658" 1525.3 -38.44 12859.9 136
"659" 1525.35 -40.23 12862 136
"660" 1525.4 -40.09 12864 137
"661" 1525.45 -39.24 12865.2 137
"662" 1525.5 -38.77 12866.6 137
"663" 1525.55 -39.98 12868.3 137
"664" 1525.6 -40.29 12870.2 137
"665" 1525.65 -39.14 12871.8 137
"666" 1525.7 -39.29 12873.1 137
"667" 1525.75 -40.52 12874.5 137
"668" 1525.8 -39.57 12875.8 137
"669" 1525.85 -39.91 12877.1 137
"670" 1525.9 -40.47 12878.7 137
"671" 1525.95 -40.11 12880.2 137
"672" 1526 -39.78 12881.8 137
"673" 1526.05 -40.57 12883.8 137
"674" 1526.1 -38.97 12885.2 137
